id	sentiment	review
250	0	Requests should be submitted by contacting us through email: eyewind.cc@hotmail.com
251	0	As noted in the Terms of Use http://narvii.com/tos, we do not knowingly collect or solicit personal information from anyone under the age of 13 or under the age of 16 in countries subject to the EU General Data Protection Regulation (the “GDPR”), unless exempted by individual country exceptions (for more information, please see “EU Residents” below). If you are under 13, or 16 where applicable, please do not attempt to register for the Services or send any personal information about yourself to us. If we learn that we have collected personal information from a child under the required minimum age, we will delete that information as quickly as possible. If you believe that a child under the required minimum age may have provided us personal information, please contact us at legal@aminoapps.com.
252	1	To enforce our Terms of Service;
253	1	to contact users about important information when necessary
254	1	Your Communications. If you contact us (e.g. via email or call for customer support) or post in chat sessions, forums or other areas of the Nordeus Services, we may collect and maintain a record of your contact details and the content of your communications.
255	0	To our professional advisers, law enforcement agencies, insurers, government and regulatory and other organizations where we believe it is necessary to comply with applicable laws or to exercise, establish or defend our legal rights or protect your vital interests or those of any other person, we may also disclose and transfer your personal information or as otherwise required or permitted by applicable laws.
256	1	Personalize the services by, among other things, suggesting friends or profile information, or customizing the content we show you, including ads.
257	1	Personal information means various types of information recorded by electronic or other means that can, independently or in combination with other information, identify a specific natural person or reflect the activities of a specific natural person. We will collect and use your personal information for the following purposes set forth in this Policy:1. To Help You Become Our User
258	1	Third parties that provide advertising or other functionality on our Services may collect the same information about your mobile device that we automatically collect, as described above.
259	1	Topface is a service for people who have reached the age of majority, whose main goal is to meet and communicate with new people. Use the services that we provide, you can in many ways: through our official website www.topface.com, through a mobile application for the Android platform or iOS. By registering with Topface, you enter into a legal agreement with us and we process your data for providing the service in accordance with the terms of this agreement.
260	0	"Certain APP and Services may include and/or enable you to add content to them. The content may be in the form of buttons, gadgets, links to third party advertisements, websites, products and services (including search services) as well as additional means that are provided to you by third parties (collectively, ""Third Party Content and Services""). The use of such Third Party Content and Services is subject to their privacy policies. You shall be aware that the use of the Third Party Content and Services may give these third parties the ability to access, collect, store, and/or share your information, both your PII and non-personally identifiable information. In order to clarify, we do not review, approve, monitor, endorse, warrant, or make any representations with respect to such Third Party Content and Services and your access to any Third Party Content and Services is at your own risk. We are not responsible for the information contained and/or made available through, the practices of, or your use or inability to use such Third Party Content and Services. You expressly relieve us from any and all liability arising from your use of such Third Party Content and Services. We recommended that you read the terms, conditions and privacy policies of such Third Party Content and Services before using or accessing any of them."
261	0	We may also share your personal information when we determine that it is reasonably necessary  (i) to comply with any legal obligation, (ii) to enforce or apply our terms and conditions and/or any other agreement with you; or (iii) to protect the rights, property, or safety of us, our users, or others; or (iv) for other purposes as we reasonably believe are permitted by law or regulation.
262	1	Some of the information types referred to above may be collected on an aggregated or anonymised (e.g. hashed) basis, or we may use it or share it in an aggregated or anonymised way, for research or analysis into the way our services operate and are used.
263	0	If you have any questions or concerns regarding our privacy policies, please send us a detailed message to support@inkitt.com, and we will try to resolve your concerns.
264	0	Personal Data of Children:  We do not knowingly collect or solicit Personal Data from anyone under the age of 16 in the EU.  If you are under age 16 and reside in the EU, please do not attempt to register for the Services or send any Personal Data about yourself to us.  If we learn that we have collected Personal Data from an EU resident under age 16, we will delete that information as quickly as possible. If you believe that an EU resident under age 16 may have provided us Personal Data, please contact us at support@inkitt.com.
265	0	Telecommunications service providers
266	0	This section of the Privacy Policy applies only if you use our Sites or services covered by this Privacy Policy from a country that is a Member State of the European Union, and supplements the information in this Privacy Policy.
267	0	Our system and the third-party advertising technology uses information derived from Users’ activity, our cookies on your hard drive, your visits to our site, and the Services you use, to target advertising within the Services.
268	0	Any third-party platform that you use to access the Services may also retain backup copies of your information even after your account is deleted or terminated and may use them subject to their policies.
269	0	If you have any questions about this Privacy Policy, please contact us using the in-app support feature in our Services, which is the preferred method to be able to quickly respond you your requests or contact our data protection officer at the address provided below:Dimis GeorgiadesEasybrain Ltd
270	0	We may also share information with others in an aggregated and anonymous form that does not reasonably identify you directly as an individual.
271	1	We may receive personal information about you from third parties that are engaged by us to assist with providing verification services and conducting suitable money laundering and KYC (know-your-customer) checks on users. This may include your name, email address, company details and contact information.
272	1	OneNote includes features that access the Internet to provide you with additional information or to share information with others. These features are available any time you have an active connection to the Internet.
273	1	Customer Support Correspondence: When you contact our customer support team for assistance, we may ask for your name and contact information and any other information needed or relevant to assist you with your inquiry, including without limitation any transaction and payment information.
274	0	The services may also contain third-party links and search results, include third-party integrations, or be a co-branded or third-party-branded service that’s being provided jointly with or by another company. By going to those links, using the third-party integration, or using a co-branded or third-party-branded service, you may be providing information (including personal information) directly to the third party, us, or both. You acknowledge and agree that we are not responsible for how those third parties collect or use your information. To the extent that you use a profile that may be available to others on our Service, you are solely responsible for its content and accuracy at all times. As always, we encourage you to review the privacy policies of every third-party website or service that you visit or use, including those third parties you interact with through our services.
275	1	Overmobile collects the data on the User’s interaction with a game and other players inside the game using server log files. We use these log files to secure the gameplay, expose cheaters and to verify information provided by User for the purposes of support.
276	0	Authentication These cookies help us to identify our members so that when you’re logged in, you can enjoy Topface s offerings, experiences and various features, such as uploading photographs, chatting and can localise your experience, such as when you’ve requested to view Topface’s site in your local language or when you’ve asked Topface to ‘remember me’. These cookies also help to remember who invited you to join Topface
277	0	We also share Personal Data when we believe it is necessary to:Comply with applicable law or respond to valid legal process, including from law enforcement or other government agencies
278	0	5.2 Correcting or Supplementing Your Personal Information
279	0	You have the right to require us to restrict our processing of your Personal Information if you contest the accuracy of your Personal Information, if the processing is unlawful but you do still not want us to erase your Personal Information, if your Personal Information is no longer needed to fulfil the purpose it was collected for or you have informed us that you do not consider us to have a legitimate interest for certain processing. 
280	0	Where the use of your information is based on consent, you can withdraw this consent at any time without affecting the lawfulness of processing based on consent before its withdrawal.
281	1	To provide our Games to you
282	0	We retain your Personal Data as long as needed to provide services or products to you, or as required or permitted by applicable laws, such as tax and accounting laws.
283	1	The services contained in this section enable Us to monitor and analyze game data and can be used to keep track of User behavior.
284	0	We are the controller of the personal information collected. We only collect, use, store and transfer (“process”) your personal information in accordance with applicable data protection legislation, including but not limited to, the (EU) General Data Protection Regulation (2016/679) (“GDPR”) and applicable national data protection legislation.
285	1	Data provided by User
286	0	If we deleted your profile because you violated our minimum age rule, we can save your email and IP addresses so you do not try to bypass our rules by creating a new profile.
287	0	What about other tracking technologies, like web beacons?
288	0	RETENTION PERIOD OF YOUR PERSONAL INFORMATION
289	1	Legitimate Interests.This covers information that is processed by us for the purposes that can be reasonably expected within the context of your use of our services to pursue our legitimate interests in order to ensure you have the best experience when playing our apps, to make sure your information is secure and to provide to you our Games free of charge or at a low cost. We pay special attention to your data protection rights making sure that your data protection rights are not overridden by our legitimate interests. We rely on our legitimate interests for data processing for analytics, tracking and fraud prevention, push-notifications, cross-promotion, and contextual advertising purposes.
290	0	4.2 We have an industry-leading data security management system addressing the data lifecycle with data at the core, and improve the security of the whole system in multiple dimensions ranging from organizational development, system design, personnel management, product technology and other aspects.
291	0	LIKE periodically makes changes to the privacy policy. And the current version will be found at the following link: https://mobile.like.video/live/about/policy. By continuing to avail our Services, you agree to be bound by the revised Privacy Policy.
292	0	You can opt-out of interest-based advertising on mobile applications by checking the privacy settings of your Android or iOS device and selecting “limit ad tracking” (Apple iOS) or “opt-out of interest based ads” (Android). For more information, see the operation instruction on the “HOW CAN YOU TURN OFF INTEREST-BASED ADS” part
293	0	Hosting service providers
294	0	For your protection and the protection of all of our users, we may ask you to provide proof of identity before we can answer the above requests. Keep in mind, we may reject requests for certain reasons, including if the request is unlawful or if it may infringe on trade secrets or intellectual property or the privacy of another user. If you wish to receive information relating to another user, such as a copy of any messages you received from him or her through our service, the other user will have to contact our Privacy Officer to provide their written consent before the information is released.
295	0	Who is Nordeus? We are Nordeus Limited, incorporated and registered in Ireland with company number 526421 having an address at Nordeus Limited, 3rd Floor, Kilmore House, Park Lane, Spencer Dock, Dublin 1, Ireland and its group of companies (“Nordeus”)
296	0	We retain your Personal Data as long as we have an ongoing legitimate business need to do so for example to provide services or products to you, or as required or permitted by applicable laws, such as tax and accounting laws. When we have no ongoing legitimate business need to process your Personal Data, we will either delete or anonymise it or, if this is not possible (for example, because your Personal Data has been stored in backup archives), then we will securely store your Personal Data and isolate it from any further processing until deletion is possible.
297	1	We may use the information collected from you for a variety of purposes, primarily, relating to providing our Services and information about our Services. We may also use the information for such other purpose as otherwise allowed by law. For example, we (or a supplier or our affiliate company acting on our behalf and only under our instructions) may use your personal information, including personally identifiable information, for such purposes, including but not limited to:(a) contacting you (for example as part of customer service or to send you updates about our Services);(b) managing your account and improving your experience when you use our Services;(c) researching or surveying, and asking you to participate in such research or survey, about our product or Services;(d) marketing and promotion of our Services or related products, including those of a third party’s products which are related to our Services (If you do not want us to use your data in this way, please let us know by contacting us through Customer Center found within our Website or Applications);(e) sending you offers, promotions, information, newsletters, and communication regarding our Services or products and merchandises relating to our Services;(f) creating reports, analysis or similar services for use by us for the purposes of research or business intelligence, for example to track potential problems or trends with our Services;(g) delivering relevant advertising to you and measuring and analyzing effectiveness of advertising, including advertising of third parties placed within the Services;(h) monitoring the Services, including the Website, Games, Applications, and networks, and operation thereof;(i) resolving disputes or issues;(j) tracking purchases and usage information;(k) preventing cheating, crime or fraud;(l) administering sweepstakes and contests;(m) enforcing the legal terms governing your use of our Services; and(n) any other purpose as we determine, in our sole discretion, to be necessary or required to ensure the safety and/or integrity of our users, employees, third parties, public, and/or our Services, or to comply with requirements of any applicable law.
298	0	CXZH.LTD assumes no responsibility for the disclosure of personal particulars or other customer information caused by (i) the other websites linked with our website or referred to in our website, products or services; (ii) third party software or coding incorporated in our website, products or services; or (iii) the incorporation of any part of our products into the websites, products or services provided by third parties, as well as any legal dispute and consequence resulting from any of (i)-(iii).
299	0	As noted above, you may limit advertising tracking using advertising identifiers through your mobile device’s privacy settings.
300	1	Your IP address and device identifiers such as your Advertising ID, Device ID numbers (for more see here “Advertising IDs and Device IDs”)
301	0	International transfers of personal information
302	0	All information we hold is stored on our secure servers (which we own or license from appropriate third parties). We use industry standard procedures and security standards to prevent unauthorised access to our servers, however no online service or website can be completely secure, so please protect the account information in your possession as well.
303	0	Subject to limitations in applicable law, you are entitled to object to or request the restriction of processing of your Personal Data, and to request access to, rectification, erasure and portability of your own Personal Data.
304	1	Provide custom, personalized content and information
305	1	i. information that you provide us directly
306	0	Eyewind follows generally accepted industry standards and maintains reasonable safeguards to attempt to ensure the security, integrity and privacy of the information in Eyewind’s possession. Only those persons with a need to process your personal data in connection with the fulfillment of their tasks in accordance with the purposes of this Privacy Policy and for the purposes of performing technical maintenance, have access to your personal data in Eyewind’s possession. Personal data collected by Eyewind is stored in secure operating environments that are not available to the public. To prevent unauthorized on-line access to personal data, Eyewind maintains personal data behind a firewall-protected server. However, no system can be 100% secure and there is the possibility that despite Eyewind’s reasonable efforts, there could be unauthorized access to your personal data. By using the Services, you assume this risk.
307	0	The Software may contain links to third-party websites/services or you may access the Software from a third-party site. We are not responsible for the privacy practices or the content of these third-party sites or services linked to or from our Software, including the information or content contained within them.
308	1	Information You Choose to Give Us
309	0	Additionally, some companies may use the information they collect on our services to deliver targeted advertisements on behalf of us or other companies, including on third-party websites and apps. HOLLA does not currently respond to do-not-track signals that may be sent from your device. If we do so in the future, we will provide information about that practice in an updated version of this privacy policy.
310	0	We may also share PII and non-personally identifiable information with our subsidiaries, affiliated and parent companies but their use of such information must comply with this Privacy Policy PROTECTION OF PERSONAL INFORMATION We work hard to protect you from unauthorized access to or alteration, disclosure or destruction of your personal information. As with all technology companies, although we take steps to secure your information, we do not promise, and you should not expect, that your personal information will always remain secure. We regularly monitor our systems for possible vulnerabilities and attacks and regularly review our information collection, storage and processing practices to update our physical, technical and organizational security measures. We may suspend your use of all or part of the services without notice if we suspect or detect any breach of security. If you believe that your account or information is no longer secure, please contact us via Email at the end of this Privacy Policy.
311	0	The Company may share the user’s personal information with a business partner when a business partner’s cooperation is required in order to continue providing the Services to the user. In such circumstances, the Company will inform the user regarding the purpose of information sharing, the name of the business partner and information manager, as well as the type of shared information involved before sharing the user’s personal information with such a business partner.
312	1	Advertising ID means Apple Identifier for Advertisers (“IDFA”) on Apple and Google Advertising Identity (“GAID”). These are unique identifiers for mobile device that advertisers use for interest-based advertising. They are consistent across all mobile applications and thus allow cross-app tracking. On Apple, you can opt out of it by choosing “limit ad tracking” option in your privacy settings. On Google Android, you can opt out of these ads by choosing “Opt-out of interest-based ads”. Advertising IDs are non-permanent, non-personal identifiers, which are uniquely associated with your device.
313	0	Please note that when you use our services, the information you share voluntarily or even publicly may involve personal information or even sensitive personal information about yourself or others, such as when you choose to upload pictures containing personal information. Please give more prudent consideration as to whether to share or even publicly share relevant information when using our services.
314	0	customer service providers to provide after-sale services
315	1	2.2. In-App Purchases
316	0	This Privacy Policy may change from time to time, and we encourage you to review it periodically. Your continued use of our Services signifies your acceptance of changes to this Privacy Policy.
317	0	Remember that your use of Narvii's Services is at all times subject to the Terms of Use http://narvii.com/tos, which incorporates this Privacy Policy. Any terms we use in this Policy without defining them have the definitions given to them in the Terms of Use http://narvii.com/tos.
318	1	Finally, any time users access the Service, LONG TECH NETWORK LIMITED may collect aggregate information including but not limited to internet protocol addresses, browser type, browser language, referring / exit pages and URLs, platform type, number of clicks, domain names, landing pages, pages viewed and the order of those pages, the amount of time spent on particular pages, and the date and time of this activity. LONG TECH NETWORK LIMITED uses this information to better tailor the Service to users’ interests, to provide users more efficient customer support, and to overall enhance the Service.
319	0	Last Updated May 15, 2019
320	0	If you have questions or concerns about this Privacy Policy, please contact us via our email: mobwis@gmail.com
321	1	Certain usage related information regarding your use and interaction with the Software and the Service, such as how frequency you use them, your search queries and the time and date of your searches.
322	0	RIGHT TO OBJECT TO THE PROCESSING OF YOUR PERSONAL INFORMATION
323	0	Also, if you click on a link to a third party website or service, a third party may also transmit cookies to you.  Again, this Privacy Policy does not cover the use of cookies by any third parties, and we aren’t responsible for their privacy policies and practices.  Please be aware that cookies placed by third parties may continue to track your activities online even after you have left our Services, and those third parties may not honor “Do Not Track” requests you have set using your browser or device.
324	0	We endeavor to protect the privacy of your account and other Personal Information we hold in our records, but unfortunately, we cannot guarantee complete security.  Unauthorized entry or use, hardware or software failure, and other factors, may compromise the security of user information at any time.
325	0	At AxesInMotion we love making fun and entertaining games available on mobile devices. AxesInMotion respects the privacy concerns of all users of its Games, Websites and related Services. AxesInMotion does not target its Games, Websites and related Services to users under the age of 13.
326	0	What If You Have Questions Regarding Your Personal Data? If you have any questions about this section or our data practices generally, please contact us using the following information:Physical address: 22 W 19th St., Floor 8 NY, NY 10011 Email address for contact: Eu-dataprotection@aminoapps.com
327	1	Personal data Personal data is any information about an identified or identifiable individual (data subject). An identifiable individual is an individual that can be directly or indirectly identified, in particular by referring to a specific identifier (name, number, network identifier) or to one or more specific elements of a physical, physiological, genetic, psychological, economic, cultural or social identity of the individual.
328	0	b. Mobile devices
329	1	When users install any of the LONG TECH NETWORK LIMITED games or applications, LONG TECH NETWORK LIMITED may collect and record the information users provide voluntarily through the site where the games users install are released.
330	0	You have an option to withdraw your consent to sharing your personal information for the purposes of interest-based advertising at all times. You can withdraw your consent by checking the privacy settings of your Android or iOS device and selecting “limit ad tracking” (Apple iOS) or “opt-out of interest based ads” (Android).
331	0	We may contract with additional Partners or change existing Partners in the future to perform any services in connection with the Games. These changes shall be updated from time to time or promptly in case of material changes in our data processing practices.
332	0	In some cases, the site feature you choose may allow a third party to place cookies or local storage devices on your computer. The third party who places cookies on your device is responsible for how they process their data and Topface recommends that you read their privacy policies. Third parties who place cookies on your device when you use Topface include, and we have included a link to their privacy policies:Twitter, https://twitter.com/privacyFacebook, https://en-gb.facebook.com/policy.phpYouTube, http://www.google.co.uk/intl/en/policies/privacy/VK.COM, https://vk.com/privacyOK.RU, https://ok.ru/privacy
333	0	4.4 As the Internet is not an absolutely secure environment, we strongly advise against sending personal information using communication methods that are not recommended by Tantan. You can establish contact and share with others through our services. When you establish communication, conduct a transaction or share through our services, you can independently choose who you want to communicate, transact or share with as the third party who can see relevant information such as your transaction content, contact details, exchanges or shared content.
334	0	A minor must not create his or her own user account without the consent of his or her parent or guardian. If you are a minor, we recommend that you ask your parent or guardian to read this Privacy Policy carefully, and obtain the consent of your parent or guardian before using our services or providing us with information.
335	0	In the case that we collect the personal information of a minor who uses our products or services with the consent of his or her parent or guardian, we will only use, share, transfer or disclose such information as permitted by laws and legislations, with the express consent of the parent or guardian, or where necessary for the protection of minors.
336	0	You have the right to request a copy of the personal information we hold about you and to have any inaccuracies corrected.
337	0	We will transfer your Personal Information to countries outside the EU and EEA that may not have as strict privacy legislation as where you live
338	0	For the purposes of this Policy, a material change includes but is not limited to:(I) a material change in our mode of service, such as the purpose of processing personal information, the types of personal information processed, how we use personal information, etc.;(II) a material change in our controlling rights and other aspects, such as a change in ownership caused by a merger, acquisition, reorganization, etc.;(III) a change in the main objective of the sharing, transfer or publicly disclosure of personal information;(IV) a material change in your right to participate in the processing of personal information and how it is exercised;(V) an event when our department responsible for handling the security of personal information, the contact details and the complaint channel changes;(VI) an event when the personal information security impact assessment report indicates that there is a high risk.
339	0	You have the right to access your personal data and have it corrected if it is wrong or incomplete.
340	0	"Welcome to Filmigo,mobile application (""Filmigo”, ""we” or ""us”). Filmigo is committed to protecting the privacy of all visitors, users and others who access our application (""you,” or ""Users”). This Privacy Policy applies to the Filmigo mobile app for Android. This Privacy Policy applies only to the practices of companies we own, control, or are united with under common control. By accessing or using our Service, you signify that you have read, understood and agree to our collection, storage, use and disclosure of your personal information as described in this Privacy Policy."
341	0	CXZH.LTD will not assume any responsibility for any of your personal information that is disclosed for your own reasons (for example, when you voluntarily disclose to other people your password or when you share your account with other people).
342	0	We employ commercially reasonable security methods to prevent unauthorized access to the Sites, to maintain data accuracy and to ensure the correct use of the information we hold.
343	0	Last updated: 2019/01/30
344	0	We may disclose your information (including information which could be used to personally identify you) when we have a good faith belief that disclosure is necessary: (i) to respond to subpoenas, court orders, or other compulsory legal process; (ii) to protect our property rights and investigate and defend against legal claims (iii) to enforce or apply our Privacy Policy, our Terms of Service or our other policies or agreements; (iv) when we believe disclosure is necessary to protect others from death or serious bodily injury; (v) to collect amounts owed to imo; (vi) to respond to your requests; and (vii) as otherwise required by law.
345	1	Information you give us during any support and feedback communications via email, postal mail or chat.
346	0	3.Under the condition that no private information of an individual user is disclosed, LIKE has the right to analyze the entire user database and utilize the database for commercial purposes.
347	0	On the websites and within the mobile applications of CXZH.LTD, there are many links to other companies or mobile applications, which have established cooperative relationships with us. CXZH.LTD assumes no responsibility for the privacy criteria adopted by our commercial copartners. We recommend that you read their privacy policies, which may involve different contents.
348	0	We retain your information for as long as needed to provide the Nordeus Services to you or longer where permitted by law. 
349	1	Call Blocking requires accessing your contacts. Therefore, the app is able to block the numbers that users refuse to answer. Meanwhile, the app can also block numbers from user’s contacts.
350	0	Furthermore, if we choose to buy or sell assets, user information is typically one of the transferred business assets. Moreover, if we, or substantially all of our assets, were acquired, or if we go out of business or enter bankruptcy, user information would be one of the assets that is transferred or acquired by a third party, and we would share Personal Data with the party that is acquiring our assets. You acknowledge that such transfers may occur, and that any acquirer of us or our assets may continue to use your Personal Data as set forth in this policy.
351	1	Content that you share with other imo users on the Service, including message, photos, and videos; as well as list of members in your chat groups.
352	0	 Will we ever change this Privacy Policy? We may change this Privacy Policy from time to time, for example to reflect changes in our services or to reflect applicable laws. If we do, we will make the changed Privacy Policy available online, make reasonable efforts to notify you of this and update the “Last Updated” date. Once we change the Privacy Policy, it will become legally binding on you as of the date of publication (i.e. the new “Last updated” date). You are welcome to contact us if you have specific questions about the changes at support@nordeus.com. If you do not agree to those changes (regardless of whether you email us), then unfortunately we must ask you to cease using all Nordeus Services: in order to make the Nordeus Services work properly we need to have everyone using them under the same rules instead of different people having different rules.
353	1	We use this information to operate, maintain, and provide to you the features and functionality of the App, as well as to communicate directly with you, such as to send you email messages and push notifications, and permit you to share your creations on the App with your contacts or social media sites. We may also send you Service-related emails or messages (e.g., account verification, order confirmations, change or updates to features of the App, technical and security notices).
354	0	Device permissions. Mobile platforms have permission systems for specific types of device data and notifications, such as phone book and location services as well as push notifications. You can change your settings on your device to either consent or oppose the collection of the corresponding information or the display of the corresponding notifications. Of course, if you do that, certain services may lose full functionality.
355	0	You should be aware that any personally identifiable information you submit in the course of these public activities can be read, collected, or used by other Users of these forums, and could be used to send you unsolicited messages. We are not responsible for the personally identifiable information you choose to make public in any of these forums.If you post a video, image or photo through a Service for public view, you should be aware that these may be viewed, collected, copied and/or used by other Users without your consent.We are not responsible for the videos, images or photos that you choose to post through a Service.
356	1	4. To Provide You with Security Safeguards
357	1	Protect against or deter fraudulent, illegal or harmful actions
358	1	upport Related Information. If you communicate with us via our support section or via email, we may collect your email address, and any information voluntarily submitted by you in connection with such support.
359	0	Objection: You can contact us to let us know that you object to the further use or disclosure of your Personal Data for certain purposes, such as for direct marketing purposes.
360	0	Access / Update tools in the service. Tools and account settings that help you to access, rectify or delete information that you provided to us and that's associated with your account directly within the service.
361	0	Cookies can either be “session cookies” or “persistent cookies”. Session cookies are temporary cookies that are stored on your device while you are visiting our Website or using our Service, whereas “persistent cookies” are stored on your device for a period of time after you leave our Website or Service. We use persistent cookies on our website to store your preferences so that they are available for the next visit, and to keep a more accurate account of how often you visit our Services, and how your use of the Services varies over time. For more information on cookies, including how to control your cookie settings and preferences, visit http://ec.europa.eu/ipg/basics/legal/cookies/index_en.htm, https://ico.org.uk/for-the-public/online/cookies/ and http://www.allaboutcookies.org/.
362	1	We may collect upon your permission other information such as precise geolocation (latitude and longitude) using information including GPS, Bluetooth or Wi-Fi connections. If you decline permission for us to collect your geolocation, we will not collect it. Similarly, we may ask for access to your camera in case you want to use certain features of our Services.
363	0	You may opt-out of receiving promotional communications, such as marketing emails from us by following the instructions in such communications.
364	0	Third party business partners who you access through the Services
365	1	To market our products and services and to provide you with materials about offers, products, and Services that may be of interest, including new content or Services, including tailoring content, advertisements, and offers, and to notify you of offers, products and services that may be of interest to you, for other purposes disclosed at the time that you provide your information, or otherwise with your consent.
366	0	Methods of processing of User’s Data include any action (operation) or a combination of actions (operations) made with the help of the automation solutions or without the help of such solutions with User Data including collection, recording, systematization, accumulation, storage, clarification (update, change), extraction, use, transfer (distribution, submission, access) to the third parties including cross-border transfer to the territory of foreign states, anonymization, blocking, deletion, destruction.
367	0	4.1. In General
368	0	Unfortunately, no method of transmission over the Internet, or method of electronic storage, is 100% secure. We do our best to protect your personal information, nevertheless, we cannot guarantee its absolute security. In the event that your personal information is compromised as a breach of security, we will promptly notify you in compliance with applicable law.
369	0	The Service is not geared toward children under the age of 13 and LONG TECH NETWORK LIMITED does not knowingly collect personal information from children under the age of 13. If users are under 13, they may use and access LONG TECH NETWORK LIMITED’s game only with the involvement of a parent or guardian. If a parent believes that his or her child has submitted personal information to LONG TECH NETWORK LIMITED, he or she can contact us through e-mail listed below. If LONG TECH NETWORK LIMITED learns that a child under 13 has provided LONG TECH NETWORK LIMITED with personal information LONG TECH NETWORK LIMITED will delete such information from its files as quickly as possible. LONG TECH NETWORK LIMITED recognizes the importance of safeguarding the privacy of children and encourages parents to check and monitor their children's use of online activities regularly.
370	0	You can always opt not to disclose information to us, but keep in mind some information may be needed to register with us or to take advantage of some of our features.
371	0	Where will your information be stored? The information we hold will primarily be stored and processed in the EU, but there may be circumstances where we need to work with trusted third parties outside of the EU in order to provide the Nordeus Services to you (e.g. where we run games servers in the US). By submitting your personal information, you explicitly agree to such transfer, storing or processing of data outside the EU. We will take all steps reasonably necessary to ensure that this information is treated securely and in accordance with this Privacy Policy.
372	0	"If you are a resident of the EEA, you also have the following data protection rights, which you can exercise at any time by contacting us using the contact details provided under section H. ""HOW TO CONTACT US""   below:The right to access, correct, update or request deletion of your personal information. "
373	0	If you have any questions about this Policy, you can contact us: facecam@boo.chat
374	0	4. Data Retention
375	0	It is possible that your personal information may be transferred outside of the EEA by Ad Networks or to Skillz. We recommend that you refer to the privacy policies and/or terms and conditions of these third parties if you are concerned about your data being transferred outside the EEA.
376	1	Non-Personal Information is any information that relates to you but from which it is not practicable to directly or indirectly identify you, which may include the information about your devices (such as Your hardware model, operating system version, unique device identifiers, and mobile network information), the list of installed apps on your devices, and technical information about users means of connection to our apps, such as the versions of phone model and other similar information.
377	0	The Services uses the following cookies:Essential Cookies: Essential cookies are required for providing you features or services that you have requested. For example, certain cookies enable you to log into secure areas of our Services. Disabling these cookies may make certain features and services unavailable.
378	0	"This Policy is an integral part of the document referring to it including End User License Agreement (EULA) specifying the terms of use of the Overmobile’s game for mobile platforms ""Pocket Tower"" (hereinafter referred to as ""Application""). Therefore, when executing the EULA by methods defined therein including by downloading, installing and using the Application you fully accept the terms of this Policy as well."
379	0	The Jasmin Chat periodically makes changes to the privacy policy. If there are significant changes to the privacy policy, the Jasmin Chat will promptly notify users by posting the relevant terms in a prominent position on webpage.
380	0	We may, and you hereby authorize us to, disclose your Personal Information (including messages) to a third party without your consent: if we have reason to believe that disclosing this information is necessary to identify, contact or bring legal action against someone who may be causing injury to or interference with (either intentionally or unintentionally) our rights or property, other website users, or anyone else (including the rights or property of anyone else) that could be harmed by such activities, in connection with any legal investigation, when we believe in good faith that such disclosure is required by and in accordance with the law or to respond to subpoenas or warrants served on GeoZilla, to any third party with your prior consent to do so.
381	1	Information collected when you use our services
382	1	LONG TECH NETWORK LIMITED's primary objective in collecting users’ information is to provide and enhance the Service and to enable users to easily navigate and enjoy the Service.
383	0	Protecting user privacy and personal information is a top priority for us. We process your personal information to improve and enforce our security measures, combat spam, malware, malicious activities, or security risks, and to monitor and verify your identity so that unauthorized users do not access your account with us. Access to any user information is restricted to our employees, contractors, agents, and third-party service providers ONLY whom needs to know the information in order to provide, operate, develop, maintain, support, and optimize the our service experience and security. We use password protection, access logs, and system monitoring to safeguard the confidentiality and security of all user information. Due to the inherent nature of the internet and related technology, we do not guarantee the protection of information under our control against loss, misuse, or alteration.
384	0	In the aggregate or after de-identification. We may also share with third parties, such as advertisers, aggregated or de-identified information that cannot reasonably be used to identify you.
