,doc_id,doc_name,par_id,par,label,par_length
2305,29,number-games.com.txt,19,"Your IP address and device identifiers such as your Advertising ID, Device ID numbers (for more see here “Advertising IDs and Device IDs”)",First Party Collection,138
2306,29,number-games.com.txt,20,Your device type and the operating system that you use,First Party Collection,54
2307,29,number-games.com.txt,21,Your Service communications (e.g. in-game emotion signals which you exchange with other players),First Party Collection,96
2308,29,number-games.com.txt,22,Broad geographic location (e.g. country or city-level location) based on your IP address,First Party Collection,88
2309,29,number-games.com.txt,23,"Advertising ID means Apple Identifier for Advertisers (“IDFA”) on Apple and Google Advertising Identity (“GAID”). These are unique identifiers for mobile device that advertisers use for interest-based advertising. They are consistent across all mobile applications and thus allow cross-app tracking. On Apple, you can opt out of it by choosing “limit ad tracking” option in your privacy settings. On Google Android, you can opt out of these ads by choosing “Opt-out of interest-based ads”. Advertising IDs are non-permanent, non-personal identifiers, which are uniquely associated with your device.",First Party Collection,598
2310,29,number-games.com.txt,24,"Device identifier / information means device type, device model, device maker, device operating system and its language or other technical data like screen size or processor, or combination of this data available from a device for a developer for checking the device compatibility with a particular application.",First Party Collection,311
2311,29,number-games.com.txt,25,Some of this information may be collected through cookies as explained further under the heading Cookies below.,Cookies and Similar Technologies,111
2312,29,number-games.com.txt,26,(c)  Information we obtain from third-party sources,First Party Collection,51
2313,29,number-games.com.txt,27,"Third-Party Social Networks.Google Play Games Service, Apple Game Center, Facebook (“Third-Party Social Networks”). You may choose to connect to our Services via your social media account. Exactly what information we receive from your social media will depend on your social media privacy settings, but it would typically include your basic public profile information such as your username, gender, your friends playing the same Game. (See below also “Third-Party Networks”).",First Party Collection,475
2314,29,number-games.com.txt,28,Third party service providers. We may receive personal information about you from third-party sources. We may get your personal information for example when you installed our Game and prior to installing you have clicked an advertisement for the same Game.,First Party Collection,256
2315,29,number-games.com.txt,29,"Advertising partners. From time to time, we may also receive personal information about you from other third-party sources. For example, if you clicked on an advertisement to direct you to one of our Services (such as an advert of one of our Games in other publisher’s game), we will be provided with information from which ad network and advertising campaign the install originated from (See below also “Advertising”).",First Party Collection,419
2316,29,number-games.com.txt,30,(d) No special categories of information,First Party Collection,40
2317,29,number-games.com.txt,31,"We do not request or intend to collect any “special categories of information” such as any information on health, race, religion, political opinions or philosophical beliefs, sexual preferences or orientation. Kindly be cautious when sharing this information about yourself (or others) in our forums.",First Party Collection,300
2318,29,number-games.com.txt,32,  HOW WE USE YOUR INFORMATION,Other,29
2319,29,number-games.com.txt,33,2.1. In General,First Party Use,15
2320,29,number-games.com.txt,34,"We use the information we collect about you/your device to deliver services and our Games to you and to operate our business. We use it also for improving our services and Games, for enhancing security and for analytics and research purposes to make sure we provide you with the best experience. In addition, we use your information to promote our services and Games in our Games and also in other publisher’s apps and to display third-party advertisements to you. We use your information also for tracking and fraud prevention for advertising purposes and for complying with our legal obligations.",First Party Use,598
2321,29,number-games.com.txt,35,"We use your information for the following purposes:Delivering and improving our services. We use your information for developing, delivering and improving our Games and other products, services, and content, tailoring our products and services, providing Game updates, technical troubleshooting, understanding and analyzing trends in connection with usage of the Games, and administering the Games.",First Party Use,398
2322,29,number-games.com.txt,36,Displaying advertisements. We use your information for showing advertisements for our Games in other publisher’s apps and for displaying third-party advertisements in our Games. Please see more in Advertising Section of this Privacy Policy.,First Party Use,240
2323,29,number-games.com.txt,37,"Cross-promotion.We use your information for cross-promoting our Games and services, meaning to promote one of our Games while you are playing a different Game of ours.",First Party Use,167
2324,29,number-games.com.txt,38,Tracking and fraud prevention for advertising purposes.We use your information for tracking how our advertising campaigns perform and for identifying and preventing fraud for our advertising campaigns.,First Party Use,201
2325,29,number-games.com.txt,39,"Analytics and research. We use your information for understanding and analyzing trends in connection with the usage of the Games, gathering demographic information about our user base, data about where the Game was downloaded from. We may also create reports and analysis for the purposes of research or business intelligence, for example to track potential problems or trends with our Games and services, or to test our new game features and content.",First Party Use,451
2326,29,number-games.com.txt,40,"We use your information for enhancing the safety and security of our Games, products and services.",First Party Use,98
2327,29,number-games.com.txt,41,Customer Support.We use your information for providing customer support to you and to respond to your inquiries.,First Party Use,112
2328,29,number-games.com.txt,42,"Our legal obligations. We use your information when we are required to do so by law, for example, we use your country or region for tax reporting purposes.",Legal Basis,155
2329,29,number-games.com.txt,43,2.2. In-App Purchases,First Party Use,21
2330,29,number-games.com.txt,44,Our Games enable in-app purchases. We do not process payments for in-app purchases nor have access to your credit card information.,First Party Use,131
2331,29,number-games.com.txt,45,Payment transactions for in-app purchases are completed through the app store via your App Store account or Google Play account. Any post-purchase processes are controlled by the Apple and Google stores and are subject to specific terms of such Apple and Google stores. Please review privacy policy and terms of service of your Apple and Google stores.,First Party Use,352
2332,29,number-games.com.txt,46,  HOW WE SHARE YOUR INFORMATION,Other,31
2333,29,number-games.com.txt,47,"We cannot provide all services necessary for the successful operation of the Games by ourselves. We must, therefore, share collected information with third parties for the purposes of developing and delivering our services, displaying advertisements, conducting analysis and research and for measuring our and our Partners’ advertising campaign performance. We also reserve the right to disclose your information (including personally identifiable information) when we are legally required to do so, to disclose your information in an anonymous and aggregated manner, meaning you could not be personally identified from it.",Third Party Sharing and Collection,623
2334,29,number-games.com.txt,48,"We may share such information to:Our analytics providers.We use third-party analytics such as Flurry, TapJoy, Unity, Firebase for the purposes of delivering our services, conducting analysis, and research. The device data we share with such providers are encoded. The providers may assign a random ID to these data and they are not able to match it back to You. We can aggregate the data for benchmarking feature.Our cloud service providers. We store information we collect from you on servers provided by our third-party cloud service providers such as iCloud, Google Cloud Platform, Firebase Cloud Messaging and Firebase Realtime Database;Our tracking and fraud prevention providers. For some of our Games we use tracking and fraud prevention providers, such as AppsFlyer, Tenjin and for the purposes of measuring performance and optimizing our advertising campaigns, displaying advertisements, conducting analysis to improve our services and for fraud prevention purposes. Such providers may use APIs, and SDKs in our Games to enable them to collect and analyze user and device-related data and information, such as impressions, clicks, installs or other advertising campaign performance indicators and post-install in-app events.",Third Party Sharing and Collection,1233
2335,29,number-games.com.txt,49,Third-party advertising partners.We have contracted with certain third-party advertising networks that assist us in delivering advertising to you that allows us to continue offering the Games for free or at low cost. Such third-party advertising partners include but are not limited to advertising providers listed at below in Advertising Section of this Privacy Policy.,Third Party Sharing and Collection,370
2336,29,number-games.com.txt,50,"Advertising partner’s third-party tracking provider. We allow our advertising partners to track impressions, clicks, installs or other advertising campaign performance indicators through their tracking providers for the purposes of measuring their advertising campaign performance. They may use their own third-party tracking providers.",Third Party Sharing and Collection,336
2337,29,number-games.com.txt,51,"Other third-party service providers. For some of our Games, we use Unity Software to develop such Games. For the data processing by Unity please see Unity’s privacy policy available at https://unity3d.com/legal/privacy-policy. For some Games, we partner with third-party development studios to develop such Games. Such third-party development studios do not have access to your personal information, they can only access aggregated data that they cannot trace back to you.",Third Party Sharing and Collection,472
2338,29,number-games.com.txt,52,We may contract with additional Partners or change existing Partners in the future to perform any services in connection with the Games. These changes shall be updated from time to time or promptly in case of material changes in our data processing practices.,Third Party Sharing and Collection,259
2339,29,number-games.com.txt,53,"We reserve the right to disclose your information (including personally identifiable information) in response to law, legal process, litigation, and/or requests from public and governmental authorities within or outside your country of residence. We may also disclose information about you if we determine that for purposes of national security, law enforcement, or other issues of public importance, the disclosure is necessary or appropriate. We may also disclose information about you if we determine that disclosure is reasonably necessary to enforce our terms and conditions or to protect our operations, users or user experience. Additionally, in the event of a reorganization, merger or sale we may transfer any and all information (including personally identifiable information) we collect to the relevant third party.",Third Party Sharing and Collection,826
2340,29,number-games.com.txt,54,  ADVERTISING,Other,13
2341,29,number-games.com.txt,55,4.1. In General,Third Party Sharing and Collection,15
2342,29,number-games.com.txt,56,"We use advertising to fund our Services and to make our games available for free. We offer our Games for free or at low cost and in order to do that we need to share information we collect from you with our third-party advertising partners. When you use our Games, we rely on our legitimate interest to show advertisements to you. Before sharing any information with our advertising partners for the purposes of interest-based advertising, we always ask for your consent, given when you accept this Privacy Policy and our Terms of Use at loading of the Game. We allow our advertising partners to show interest-based ads to you only if you have accepted our Terms of use and this Privacy Policy and so consented to the sharing of your personal information for the purposes of interest-based advertising. Our advertising partners use different technologies for the purposes of interest-based advertising that process your personal information in different ways, so please review their data processing practices before you accept this Privacy Policy and our Terms of Use at loading of the Game.",Third Party Sharing and Collection,1091
2343,29,number-games.com.txt,57,"As a safeguard to protect your privacy, we only store personal information temporarily. Additionally, the user can deactivate interest-based advertising in the device settings as described below. We also ensure that our external service providers are committed to a high level of data protection by concluding data protection agreements. The purpose is to improve our Games and provide the player with more relevant ads. The information collected helps us to improve our websites and Games and – at the same time – keep our Games free for a wide player base. The legal basis is the legitimate interest in accordance with the European data protection requirements under Art. 6 para. 1 lit. f GDPR, which we evaluated together with our data protection officer. In addition, a data processing agreements were concluded with external ad technology providers networks in accordance with the requirements of Art. 28 GDPR.",Data Security,915
2344,29,number-games.com.txt,58,4.2. In-game advertising (i.e. when you view ads in Our Games),Other,62
2345,29,number-games.com.txt,59,"To enable us to show in-game ads, we may send your advertising ID and IP-address to advertisers (or ad networks) to enable them to find appropriate ads to serve to you in our games and on third-party properties. You can control and limit our use of your advertising ID in your device settings. We do not control which specific ads are shown in our games (it is controlled by ad networks), but we may blacklist certain categories of ads.",User Control,436
2346,29,number-games.com.txt,60,"Advertising IDs are used by the ad networks for a number of purposes (please refer to the Privacy Notices of our advertising partners listed here) including:limit the number of times you see the same ad;ensure they are dealing with humans with real devices and not ‘automated’ bots;serve you with advertisements likely to be relevant to you based on your advertising ID engagement with other brands and ads, also recorded using your advertising ID and using your general geographic area. Other brands buy advertisement placement via an ad network or ad exchange to advertise their products in Our Games. The ad network or ad exchange acts as intermediary between the other game companies and Us. In order for an ad network to charge the company buying the ad, clicks from the ad and potentially installs of other developers’ applications party apps are tracked. Views, clicks, and installs from ads are measured using Advertiser ID;keep track what games you have used to market you similar kind of games. IP-address is typically used by advertisers to broadly see the general geographic area you are coming from for example country, state, and sometimes at city level).",Third Party Sharing and Collection,1169
2347,29,number-games.com.txt,61,4.3. View of Our ads on third-party services,Other,44
2348,29,number-games.com.txt,62,We also advertise Games in other apps by asking ad networks to serve them to audiences that will be interested in them (determined using Advertising IDs).,Third Party Sharing and Collection,154
2349,29,number-games.com.txt,63,"he Advertising IDs are used by the ad networks for a number of purposes (please refer to the Privacy Notices of our advertising partners listed “Third Parties”) including:measuring ad effectiveness (looking at aggregated views, clicks and installs they generate through their advertising in other publishers’ games);",Third Party Sharing and Collection,316
2350,29,number-games.com.txt,64,"informing players, that have not been playing for a while, about new content in the Game. We give a list of these users in the form of Advertising IDs to an ad network. Ad network then shows these users ads about the new content.",Third Party Sharing and Collection,229
2351,29,number-games.com.txt,65,not showing ads on a game which a player is already playing. We can send a list of active players in the form of Advertising IDs to an ad network. Ad network then excludes these players from seeing the ad,Third Party Sharing and Collection,204
2352,29,number-games.com.txt,66,marketing games to a group of potential players.,Other,48
2353,29,number-games.com.txt,67,4.4. WHO CAN SHOW INTEREST-BASED ADS TO YOU?,Other,44
2354,29,number-games.com.txt,68,"Please see the following list of advertising providers that are allowed to show interest-based advertising and review their data processing practices, including the technologies they use for the purposes of interest-based advertising.",Links,234
2355,29,number-games.com.txt,69,Google (AdMob) https://support.google.com/admob/answer/7665968; https://support.google.com/dfp_premium/answer/9012903,Links,117
2356,29,number-games.com.txt,70,Facebook Audience Network https://www.facebook.com/about/privacy/update?ref=old_policy,Links,86
2357,29,number-games.com.txt,71,Unity Ads https://unity3d.com/legal/privacy-policy,Links,50
2358,29,number-games.com.txt,72,4.5. HOW CAN YOU TURN OFF INTEREST-BASED ADS?,Other,45
2359,29,number-games.com.txt,73,You have an option to withdraw your consent to sharing your personal information for the purposes of interest-based advertising at all times. You can withdraw your consent by checking the privacy settings of your Android or iOS device and selecting “limit ad tracking” (Apple iOS) or “opt-out of interest based ads” (Android).,User Control,326
2360,29,number-games.com.txt,74,iOS,User Control,3
2361,29,number-games.com.txt,75,"Open the “Settings” application of iOS and select the “Privacy” menu item and then the “Advertising” sub-item. If you activate the “Limit ad tracking” option, we can only take limited measures such as identifying unique users or combating fraud. In the same menu you can always delete the IDFA (“Reset Ad-ID”), then a new ID is created which is not merged with the data collected earlier.",User Control,388
2362,29,number-games.com.txt,76,Android,User Control,7
2363,29,number-games.com.txt,77,"Open the “Settings” application and select the “Google” menu item. Depending on your device, this option may not be visible on the main menu but you may use the search function at the top of the Settings menu to find it. From there, select the “Ads” sub-item and activate the option “Opt out of Ads Personalisation” to prevent the creation of profiles and the display of interest-based advertising. You can delete the advertising ID in the same menu at any time (“Reset advertising ID”), then a new ID will be created which will not be merged with the previously collected data.",User Control,578
2364,29,number-games.com.txt,78,  THIRD-PARTY SOCIAL NETWORKS,Other,29
2365,29,number-games.com.txt,79,5.1. Connecting to Third-Party Social Networks,First Party Collection,46
2366,29,number-games.com.txt,80,"Some of our Games use third-party services such as Google Play Games Service, Apple Game Center, Facebook (“Third Party Social Network/s”). Such Games enable you to log in to your Third-Party Social Network account to connect our App by using the “Log in” feature in our App. You may also share the content you create within the App on Third-Party Social Networks. Please note, Third Party Social Networks are governed by their own privacy policies, terms and end-user agreements and we are not responsible for and have no control over, the sharing practices or policies of the third parties that operate those sites.",Third Party Sharing and Collection,617
2367,29,number-games.com.txt,81,5.2. Information We May Receive When You Connect to Third-Party Social Networks,First Party Collection,79
2368,29,number-games.com.txt,82,"The information you allow us to access varies by App and is affected by the privacy settings you establish on those Third-Party Social Networks. You can control and find out more about these settings from the Third-Party Social Network in question. When you use the “Log in” feature, we may access and store some or all of the following information, as allowed by you, Third-Party Social Networks and your preferences: (i) your basic information from your public profile, such as your nickname, profile picture; (ii) login ID and/or player identifier string; (iii) list of your friends; (iv) any other information which is detailed and displayed to you in the notice which appears during the “Log in with” process. We may share your name and your game data (such as moves, Game progress and scores) with respect to the applicable App, with your friends who have also used the “Log in with” or “Connect to” feature in connection with such App or with your contacts in applicable Third-Party Social Media Network account.",First Party Collection,1019
2369,29,number-games.com.txt,83,The App may further ask you to allow us to post on such Third-Party Social Networks on your behalf (e.g. status updates). Please keep in mind that we will only do that if specifically allowed by you and we will store ID and your full name for the purposes of user identification. Other information will be merely stored within the App on your device so that the App will be able to communicate with Third Party Social Network directly.,First Party Collection,435
2370,29,number-games.com.txt,84,5.3.  How You Share Your Information On Third-Party Social Networks,Other,67
2371,29,number-games.com.txt,85,"If you use Third-Party Social Networks to participate in game-related activities, such as leaderboards and multiplayer games, you share your information with other players and Third-Party Social Networks (for example, scores, rankings, and achievements).",User Control,254
2372,29,number-games.com.txt,86,  Survey Serving Technology,Other,27
2373,29,number-games.com.txt,87,"  Some of our apps use Pollfish SDK. Pollfish is an on-line survey platform, through which, anyone may conduct surveys. Pollfish collaborates with Developers of applications for smartphones in order to have access to users of such applications and address survey questionnaires to them. When a user connects to this app, a specific set of user’s device data (including Advertising ID which will may be processed by Pollfish only in strict compliance with google play policies- and/or other device data) and response meta-data (including information about the apps which the user has installed in his mobile phone) is automatically sent to Pollfish servers, in order for Pollfish to discern whether the user is eligible for a survey. For a full list of data received by Pollfish through this app, please read carefully Pollfish respondent terms located at https://www.pollfish.com/terms/respondent. These data will be associated with your answers to the questionnaires whenever Pollfish sents such questionnaires to eligible users. By downloading the application you accept this privacy policy document and you hereby give your consent for the processing by Pollfish of the aforementioned data. Furthermore, you are informed that you may disable Pollfish operation at any time by using the Pollfish “opt out section” available on Pollfish website . We once more invite you to check the respondent’s terms of use, if you wish to have more detailed view of the way Pollfish works.",Other,1477
2374,29,number-games.com.txt,88,"  APPLE, GOOGLE AND AMAZON ARE NOT A SPONSOR NOR ARE INVOLVED IN ANY WAY IN THIS CONTEST/DRAW. NO APPLE PRODUCTS ARE BEING USED AS PRIZES.",Other,138
2375,29,number-games.com.txt,89,  COOKIES,Other,9
2376,29,number-games.com.txt,90,"Cookies are files with small amount of data, which may include an anonymous unique identifier. Cookies are sent to your browser from a website and stored on your computer’s hard drive.",Cookies and Similar Technologies,184
2377,29,number-games.com.txt,91,"We use “cookies” to collect information. You can instruct your browser to refuse all cookies or to indicate when a cookie is being sent. However, if you do not accept cookies, you may not be able to use some options of our Service.",Cookies and Similar Technologies,231
2378,29,number-games.com.txt,92,  CHILDREN’S PRIVACY,Other,20
2379,29,number-games.com.txt,93,"Our Service does not address anyone under the age of 16 (“Children”). When we collect personal information, we do not know the age of our players. We do not knowingly collect personally identifiable information from children under 16. If you are a parent or guardian and you are aware that your Children has provided us with Personal Information, please contact us. If we become aware that we have collected Personal Information from a child under age 16 without verification of parental consent, we will take steps to remove that information from our servers.",Internal and Specific Audiences,560
2380,29,number-games.com.txt,94,  YOUR RIGHTS,Other,13
2381,29,number-games.com.txt,95,Opt-out of marketing emails and other direct marketing.,User Right,55
2382,29,number-games.com.txt,96,"You may opt-out of receiving promotional communications, such as marketing emails from us by following the instructions in such communications.",User Right,143
2383,29,number-games.com.txt,97,Opt-out of targeted advertising.,User Right,32
2384,29,number-games.com.txt,98,"You can opt-out of interest-based advertising on mobile applications by checking the privacy settings of your Android or iOS device and selecting “limit ad tracking” (Apple iOS) or “opt-out of interest based ads” (Android). For more information, see the operation instruction on the “HOW CAN YOU TURN OFF INTEREST-BASED ADS” part",User Right,329
2385,29,number-games.com.txt,99,Access the personal data we hold about you.,User Right,43
2386,29,number-games.com.txt,100,"If you request, we will provide you a copy of your personal data in an electronic format.",User Right,89
2387,29,number-games.com.txt,101,Your other rights.,User Right,18
2388,29,number-games.com.txt,102,"You also have the right to correct your data, have your data deleted, object how we use or share your data, and restrict how we use or share your data. You can always withdraw your consent, for example by turning off GPS location sharing in your mobile device settings.",User Right,269
2389,29,number-games.com.txt,103,"We will respond to all requests within a reasonable timeframe. If you have an unresolved privacy or data use concern that we have not addressed satisfactorily, please contact us by using the contact information on the “Contact Us” part.",User Right,236
2390,29,number-games.com.txt,104,  GENERAL,Other,9
2391,29,number-games.com.txt,105,"Your information privacy and security is important to us and we always pay special attention to ensure that we process your information lawfully in accordance with one of the legal bases set out under EEA data protection laws that apply to EEA users. We have appointed data protection officer to help us ensure compliance with EEA data protection laws. We store your information for as long as needed to provide you with our services. We may store information longer, but only in a way that it cannot be tracked back to you. We operate globally and we share your information with our Partners as for the purposes described above in “How We Share Your Information” Section, which may include a transfer of your personal information outside of the European Economic Area (the “EEA”). Please check regularly for changes to our Privacy Policy.",Data Security,839
2392,29,number-games.com.txt,106,  LEGAL BASES,Other,13
2393,29,number-games.com.txt,107,"In each case where we process your information, we do so lawfully in accordance with one of the legal bases set out under EEA data protection law.",Legal Basis,146
2394,29,number-games.com.txt,108,"The legal bases that we rely upon are the following:Contractual Necessity.This covers information that is processed by us in order to provide you with service that you have requested – and that we have agreed – to provide to you, that is to deliver and improve our services, to provide customer support, to deliver special features in our Games (such as in-app chat feature, multiplayer feature, leaderboards and other third-party social network features), to deliver content of the in-app purchase you make.",Legal Basis,508
2395,29,number-games.com.txt,109,"Legitimate Interests.This covers information that is processed by us for the purposes that can be reasonably expected within the context of your use of our services to pursue our legitimate interests in order to ensure you have the best experience when playing our apps, to make sure your information is secure and to provide to you our Games free of charge or at a low cost. We pay special attention to your data protection rights making sure that your data protection rights are not overridden by our legitimate interests. We rely on our legitimate interests for data processing for analytics, tracking and fraud prevention, push-notifications, cross-promotion, and contextual advertising purposes.",Legal Basis,700
2396,29,number-games.com.txt,110,"Where we ask for your consent to use your data for a particular purpose, we will make this clear at the point of collection and we will also make clear how you can withdraw your consent. We will ask for you consent before sharing any information with our advertising partners for the purposes of interest-based advertising and before conducting any surveys.",Legal Basis,357
2397,29,number-games.com.txt,111,"Legal Obligation.This covers information that is processed by us to comply with a legal obligation, for instance, is to maintain records for tax purposes.",Legal Basis,154
2398,29,number-games.com.txt,112,  SECURITY,Other,10
2399,29,number-games.com.txt,113,"We have implemented appropriate technical and organizational measures to protect the confidentiality, security and integrity of the collected information, and to prevent unauthorized access and the use of information contrary to this Privacy Policy. Although we use commercially reasonable efforts to assure that your information remains secure when maintained by us, please be aware that no security measures are perfect or impenetrable.",Data Security,438
2400,29,number-games.com.txt,114,  INTERNATIONAL TRANSFER,Other,24
2401,29,number-games.com.txt,115,Your personal information may be transferred to and processed in countries other than the country in which you are resident. These countries may have data protection laws that are different to the laws of your country.,Data Transfer,218
2402,29,number-games.com.txt,116,"This means that when we collect your personal information, we may process it in other countries. However, we ensure appropriate safeguards are in place so that your personal information will remain protected in accordance with this Privacy Notice. These include implementing the European Commission’s Standard Contractual Clauses for transfers of personal information between us and third party service providers and partners, which require us to protect personal information they process from the EEA in accordance with European Union data protection law. It also includes transferring personal information to third party service providers and partners which are certified under the EU-US Privacy Shield.",Data Transfer,705
2403,29,number-games.com.txt,117,  RETENTION,Other,11
2404,29,number-games.com.txt,118,"We store your information for as long as needed to provide you with our services. We may store information longer, but only in a way that it cannot be tracked back to you. We delete the information as soon as we do not need it for the purposes as described in this Privacy Policy and in any event no later than five (5) years after your interaction with all of our Games has ceased.",Data Retention,382
2405,29,number-games.com.txt,119,"When required by law, we will retain your information for as long as we are legally obligated to do so. If you request us to delete your data, we will delete your data as described above in “Your Rights” Section.",Data Retention,212
2406,29,number-games.com.txt,120,  AGE LIMITS,Other,12
2407,29,number-games.com.txt,121,"We do not knowingly collect or solicit personal data about or direct or target interest based advertising to anyone under the age of 13 or knowingly allow such persons to use our Services.  If you are under 13, please do not send any data about yourself to us, including your name, address, telephone number, or email address.  No one under the age of 13 may provide any personal data.  If we learn that we have collected personal data about a child under age 13, we will delete that data as quickly as possible.  If you believe that we might have any data from or about a child under the age of 13, please contact us.",Internal and Specific Audiences,618
2408,29,number-games.com.txt,122,  CHANGES TO OUR PRIVACY POLICY,Other,31
2409,29,number-games.com.txt,123,"We will occasionally update this Privacy Policy as necessary to protect our users, furnish current information, and respond to legal and technical changes. The most current version of the Privacy Policy will govern our use of your information and will be available at http://number-games.com/privacypolicy.",Policy Change,306
2410,29,number-games.com.txt,124,  CONTACT US,Other,12
2411,29,number-games.com.txt,125,"If you have questions or concerns about this Privacy Policy, please contact us via our email: mobwis@gmail.com",Privacy Contact Information,110
2412,29,number-games.com.txt,126,"Address: 908#, 21 area KeJiYuan, NS district, SZ, China",Privacy Contact Information,55
2413,29,number-games.com.txt,127,Suggest To Play:Logo Quiz Ultimate,Other,34
2414,29,number-games.com.txt,128,Bottle Flip 3D Flip It,Other,22
2415,29,number-games.com.txt,129,Guess The Movie & Character,Other,27
2416,29,number-games.com.txt,130,Icomania,Other,8
2417,29,number-games.com.txt,131,Copyright © 2019 Number Games – 2048 Game,Other,41
2418,30,privacy.servers.kwalee.com.txt,0,SUBSCRIBE TO JETPACK JUMP,Other,25
2419,30,privacy.servers.kwalee.com.txt,1," Subscribe to Jetpack Jump for all of the following benefits:* Booster Pet* Exclusive Hat* No Ads, which removes non-optional adverts from the game* Gold Jetpack* Double Coins",Other,175
2420,30,privacy.servers.kwalee.com.txt,2, SUBSCRIPTIONS INFORMATION:,Other,27
2421,30,privacy.servers.kwalee.com.txt,3, Jetpack Jump VIP Membership access offers two membership options:1) A weekly subscription costing $5.49 per week after a 3 day FREE trial period.2) A monthly subscription costing $14.49 per month.,Other,197
2422,30,privacy.servers.kwalee.com.txt,4,"After buying this subscription, you will unlock; a booster pet which will give you an extra boost, an exclusive hat to wear in game, a gold jetpack to use in the game, double your coins after ever jump, and no ads, which removes non-optional ads from the game. This is an auto-renewable subscription. The payment is charged to your account after confirmation. The subscription is renewed unless you unsubscribe 24 hours before the period ends. Your account will also be charged for renewal",Other,489
2423,30,privacy.servers.kwalee.com.txt,5,The prices notes are for United States customers. Pricing in other countries may change and actual charges may be converted to local currency.,Other,142
2424,30,privacy.servers.kwalee.com.txt,6,End of trial and subscription renewal:- The payment is charged to your iTunes account after a confirmation of purchase- The subscription is renewed unless you unsubscribe 24 hours before the end of the current period- The account will be charged for renewal 24 hours before the end of the current period at the standard cost of the weekly subscription- The user may manage the subscription and auto-renewal by accessing the user's account settings after purchase in the store- No cancellation of the current subscription is permitted during the active subscription period- Any unused portion of the free trial period will be forfeited when the subscription is purchased,Other,669
2425,30,privacy.servers.kwalee.com.txt,7,Cancelling a trial or subscription:- In order to cancel a subscription during the free trial period you need to cancel it through your account in the Store. This must be done at least 24 hours before the end of the free trial period to avoid being charged. JETPACK JUMP,Other,269
2426,30,privacy.servers.kwalee.com.txt,8,PRIVACY AND DATA POLICY,Other,23
2427,30,privacy.servers.kwalee.com.txt,9,ISSUED BY KWALEE LIMITED,Other,24
2428,30,privacy.servers.kwalee.com.txt,10,Last Updated: June 2019,Other,23
2429,30,privacy.servers.kwalee.com.txt,11,INTRODUCTION AND GENERAL TERMS,Other,30
2430,30,privacy.servers.kwalee.com.txt,12,"These terms apply to the use of games and other products developed by Kwalee Limited (‘Kwalee’ / ‘we’ / ‘us’). Our registered office is at Kwalee Ltd (c/o Ricardo), Midlands Technical Centre, Southam Road, Radford Semele, Leamington Spa CV31 1FQ. We are a company registered in England, with company number 07648078.",Introductory/Generic,316
2431,30,privacy.servers.kwalee.com.txt,13,"This privacy and data policy (“Privacy Policy”) applies and has effect in respect of all games, related online services (including online network play connectivity and interactivity) and other software and products made available by us (together the ""Game(s)""), as well as any other online features relating to the Games including our website (http://www.kwalee.com/).  Together the Game(s) and the Website are referred to as the “Online Services”.",Introductory/Generic,448
2432,30,privacy.servers.kwalee.com.txt,14,"If you have any questions or comments about this Privacy Policy, please contact us at privacypolicy@kwalee.com",Privacy Contact Information,110
2433,30,privacy.servers.kwalee.com.txt,15,"We are committed to protecting and respecting your privacy.  The Privacy Policy explains the basis on which personal information we collect from you will be processed by us or on our behalf. Where we decide the purpose or means for which personal data you supply through these Online Services is processed, we are the “data controller.” We will comply with all applicable data protection laws, including the General Data Protection Regulation 2016/679.",Introductory/Generic,452
2434,30,privacy.servers.kwalee.com.txt,16,Please read this Privacy Policy carefully as it contains important information about the following:What information we may collect about you;How we will use information we collect about you;Whether we will disclose your details to anyone else; andYour choices and rights regarding the personal information you have provided to us.,Introductory/Generic,330
2435,30,privacy.servers.kwalee.com.txt,17,This Privacy Policy forms a part of and should be read in conjunction with our terms of use.,Other,92
2436,30,privacy.servers.kwalee.com.txt,18, The Online Services may contain hyperlinks to services owned and operated by third parties. These third party services may have their own privacy policies and we recommend that you review them.  They will govern the use of personal information that you submit or which is collected by cookies and other tracking technologies whilst using these services.  We do not accept any responsibility or liability for the privacy practices of such third party services and your use of these is at your own risk.,Other,502
2437,30,privacy.servers.kwalee.com.txt,19,"We may make changes to this Privacy Policy in future, which will be posted on this page. You should check this page from time to time to ensure you are aware of any changes. Where appropriate we may notify you of changes through the Games.",Policy Change,239
2438,30,privacy.servers.kwalee.com.txt,20,INFORMATION WE MAY COLLECT ABOUT YOU,Other,36
2439,30,privacy.servers.kwalee.com.txt,21,We collect and process the following information which may include your personal data.,First Party Collection,86
2440,30,privacy.servers.kwalee.com.txt,22,Information provided by you when using the Games,First Party Collection,48
2441,30,privacy.servers.kwalee.com.txt,23,(“Basic Information”),First Party Collection,21
2442,30,privacy.servers.kwalee.com.txt,24,"We will collect the following information from you when you play our Games:a unique pseudonymous identifier for you (User ID);your user preferences; andanonymous core information milestones related to your gameplay, such as the completion  of certain  activities  during your gameplay.",First Party Collection,285
2443,30,privacy.servers.kwalee.com.txt,25,Information used for the purposes of serving advertisements,First Party Collection,59
2444,30,privacy.servers.kwalee.com.txt,26,(“Advertising Data”),First Party Collection,20
